symbol,sex,statistic_diet,p.adj_diet,statistic_treatment_FOSGOS,p.adj_treatment_FOSGOS,statistic_treatment_1472,p.adj_treatment_1472,restoration_FOSGOS,restoration_1472
Tap1,M,-1.876435427,0.092,3.201541443,0.037,2.719442242,0.044,not restored,not restored
Tap2,F,-0.324280179,0.755,0.434838674,1,0.390475252,1,not restored,not restored
Tap2,M,0.071282197,0.945,0.862598236,1,1.008460295,1,not restored,not restored
Tapbp,F,-1.318460403,0.221,0.15152689,1,0.886276905,1,not restored,not restored
Tapbp,M,1.1225585,0.299,0.181645571,0.948,1.061331353,0.948,not restored,not restored
Tapbpl,F,1.039819571,0.325,-0.479870136,1,-0.230838311,1,not restored,not restored
Tapbpl,M,-0.236083973,0.818,1.278057154,0.651,1.319551284,0.651,not restored,not restored
Tapt1,F,1.36697241,0.219,0.576154636,0.587,1.531945811,0.471,not restored,not restored
Tapt1,M,-0.419612542,0.692,0.437222482,1,-0.487915977,1,not restored,not restored
Tarbp1,F,1.201382473,0.258,0.80382239,1,0.598233127,1,not restored,not restored
Tarbp1,M,-1.246476578,0.252,1.167167527,0.54,-0.912401307,0.54,not restored,not restored
Tarbp2,F,0.356957769,0.729,-0.327256851,1,0.630989526,1,not restored,not restored
Tarbp2,M,0.393413515,0.704,0.089033894,1,0.73059102,1,not restored,not restored
Tardbp,F,1.726315366,0.139,0.379839653,1,0.816679279,1,not restored,not restored
Tardbp,M,-1.326130233,0.24,0.254224079,1,-0.310235608,1,not restored,not restored
Tars,F,0.8333112,0.43,0.961989626,0.362,2.436060574,0.105,not restored,not restored
Tars,M,-0.971961664,0.366,0.197112011,1,0.717168684,1,not restored,not restored
Tars2,F,-0.241926829,0.816,-0.024461928,1,0.558096545,1,not restored,not restored
Tars2,M,0.320458142,0.757,1.60282808,0.438,0.556683811,0.68,not restored,not restored
Tarsl2,F,1.39358484,0.203,-0.570160453,1,-0.049384083,1,not restored,not restored
Tarsl2,M,-0.521721971,0.621,0.612909593,1,-0.016652943,1,not restored,not restored
Tas1r1,F,-0.853315794,0.425,0.005672333,0.996,-1.335021578,0.66,not restored,not restored
Tas1r1,M,0.898802032,0.393,0.340382084,1,0.075922729,1,not restored,not restored
Tas1r3,F,0.381766462,0.711,0.957101004,1,0.285209218,1,not restored,not restored
Tas1r3,M,-0.427375697,0.68,0.796564484,0.894,1.115115213,0.894,not restored,not restored
Tasor,F,3.205028832,0.021,-2.206441455,0.104,-3.431358546,0.019,not restored,restored
Tasor,M,-0.645154242,0.546,-0.049750517,1,-0.581848186,1,not restored,not restored
Tasor2,F,1.668583782,0.136,-0.24655345,1,0.249172198,1,not restored,not restored
Tasor2,M,-0.562886905,0.593,-0.456240441,0.738,-1.23360235,0.738,not restored,not restored
Tasp1,F,1.407639916,0.208,1.275959603,0.474,1.759430252,0.342,not restored,not restored
Tasp1,M,-0.66072999,0.533,0.274230336,1,0.006025775,1,not restored,not restored
Tatdn1,F,2.496411943,0.037,0.687728951,1,1.090396998,0.915,not restored,not restored
Tatdn1,M,-0.047301516,0.964,-0.202556126,1,-0.898242246,1,not restored,not restored
Tatdn2,F,-1.525661688,0.161,0.35704421,0.729,1.913648633,0.268,not restored,not restored
Tatdn2,M,0.709752028,0.504,0.712624933,1,-0.596034459,1,not restored,not restored
Tatdn3,F,2.870609567,0.024,0.830497959,0.852,-0.614120205,0.852,not restored,not restored
Tatdn3,M,-0.033024586,0.975,0.259697021,0.95,-0.743008924,0.95,not restored,not restored
Tax1bp1,F,2.12441927,0.082,-0.319797668,1,-0.017297414,1,not restored,not restored
Tax1bp1,M,-0.923479682,0.397,-0.138252981,1,-0.24920857,1,not restored,not restored
Tax1bp3,F,-1.19579276,0.265,-0.503931583,1,0.403527904,1,not restored,not restored
Tax1bp3,M,-0.04095463,0.968,-0.844111472,0.836,0.506988448,0.836,not restored,not restored
Tbata,F,1.050121505,0.341,-0.801285073,1,-0.882933596,1,not restored,not restored
Tbata,M,-1.765205874,0.121,0.656675988,0.948,1.114451273,0.948,not restored,not restored
Tbc1d1,F,0.875997133,0.411,0.885447773,1,0.507361865,1,not restored,not restored
Tbc1d1,M,-1.054887509,0.334,0.65691972,1,-0.047358623,1,not restored,not restored
Tbc1d10a,F,-0.423361666,0.687,-0.509441087,1,0.862236441,1,not restored,not restored
Tbc1d10a,M,0.096814635,0.925,1.441404587,0.552,1.242152143,0.552,not restored,not restored
Tbc1d10b,F,-0.563157155,0.591,-0.870633947,0.81,0.664548599,0.81,not restored,not restored
Tbc1d10b,M,1.333522074,0.236,-0.096208004,1,0.424698848,1,not restored,not restored
Tbc1d10c,F,-2.509161286,0.033,1.728237403,0.23,2.43376375,0.122,not restored,not restored
Tbc1d10c,M,-0.417736348,0.692,1.546867239,0.519,0.948129598,0.738,not restored,not restored
Tbc1d12,F,1.634084873,0.153,-1.360466229,0.615,-0.379228214,0.714,not restored,not restored
Tbc1d12,M,-0.307750015,0.767,0.31337389,1,-0.341118854,1,not restored,not restored
Tbc1d13,F,0.070287407,0.946,-0.229130109,1,-0.162779593,1,not restored,not restored
Tbc1d13,M,0.065316032,0.949,-0.082314168,0.937,1.161687304,0.849,not restored,not restored
Tbc1d14,F,2.651797198,0.033,-0.428785943,1,-0.410525797,1,not restored,not restored
Tbc1d14,M,-0.439963674,0.678,0.277177825,1,-0.381020821,1,not restored,not restored
Tbc1d15,F,0.155822884,0.88,0.734197356,0.962,1.239779884,0.753,not restored,not restored
Tbc1d15,M,-0.735330245,0.49,0.127469515,1,-0.544343935,1,not restored,not restored
Tbc1d16,F,0.637447862,0.541,-0.35710391,1,0.160504339,1,not restored,not restored
Tbc1d16,M,-0.4993419,0.628,0.694538297,1,0.846904059,1,not restored,not restored
Tbc1d17,F,-0.053412276,0.959,0.803884536,1,0.603450807,1,not restored,not restored
Tbc1d17,M,0.895258673,0.402,1.621375092,0.408,1.094963785,0.604,not restored,not restored
Tbc1d19,F,2.735866044,0.039,-1.188549697,0.54,-1.705081789,0.36,not restored,not restored
Tbc1d19,M,-1.009431808,0.356,-0.063071145,1,-0.466102027,1,not restored,not restored
Tbc1d2,F,0.66614341,0.521,-1.059724771,0.993,-0.414778949,0.993,not restored,not restored
Tbc1d2,M,-1.28237557,0.229,1.423038949,0.57,0.210049894,0.838,not restored,not restored
Tbc1d20,F,-1.008433057,0.348,1.44502999,0.362,2.843868105,0.054,not restored,not restored
Tbc1d20,M,0.3939193,0.702,1.294328349,0.681,0.325329129,0.752,not restored,not restored
Tbc1d22a,F,-0.279303488,0.789,0.832180131,1,0.076559185,1,not restored,not restored
Tbc1d22a,M,0.791043794,0.45,0.153154257,1,0.583602699,1,not restored,not restored
Tbc1d22b,F,0.298636229,0.775,0.543030764,0.603,3.18581364,0.03,not restored,not restored
Tbc1d22b,M,2.743089878,0.021,0.564029041,1,0.224240946,1,not restored,not restored
Tbc1d23,F,1.870218316,0.11,0.380270808,1,0.93898539,1,not restored,not restored
Tbc1d23,M,-1.113969999,0.314,0.261938879,1,-0.391509252,1,not restored,not restored
Tbc1d24,F,1.789312369,0.131,-0.083720565,0.935,1.411895358,0.564,not restored,not restored
Tbc1d24,M,-0.584724256,0.581,1.002423253,0.888,-0.113152106,0.912,not restored,not restored
Tbc1d25,F,-1.098700193,0.308,-0.06086272,1,-0.036758143,1,not restored,not restored
Tbc1d25,M,0.585250464,0.574,-0.252153292,1,-0.012979122,1,not restored,not restored
Tbc1d2b,F,-1.178434478,0.269,0.781678733,0.814,1.592846386,0.429,not restored,not restored
Tbc1d2b,M,2.05505235,0.075,-0.758599825,0.468,-2.608346888,0.106,not restored,not restored
Tbc1d30,F,1.795774815,0.12,-0.973816567,1,-0.695512719,1,not restored,not restored
Tbc1d30,M,-1.611755411,0.162,0.118256802,1,-0.413810888,1,not restored,not restored
Tbc1d31,F,1.111405322,0.305,-0.553229763,1,0.035595566,1,not restored,not restored
Tbc1d31,M,-0.096866463,0.926,-0.799360855,0.704,-1.455743233,0.528,not restored,not restored
Tbc1d32,F,2.95902874,0.028,-1.558383745,0.501,-1.496081695,0.501,not restored,not restored
Tbc1d32,M,-1.16246371,0.293,-0.09839749,1,-0.484065317,1,not restored,not restored
Tbc1d4,F,2.150372009,0.058,-0.230949417,1,-0.018145441,1,not restored,not restored
Tbc1d4,M,-0.24939462,0.812,-0.270726517,1,-0.577019722,1,not restored,not restored
Tbc1d5,F,1.598121204,0.153,-0.53868432,1,0.665082015,1,not restored,not restored
Tbc1d5,M,-0.738514414,0.49,0.23425878,0.978,0.736978843,0.978,not restored,not restored
Tbc1d7,F,1.596111858,0.154,-0.740087707,1,0.135046678,1,not restored,not restored
Tbc1d7,M,-0.457822127,0.664,1.304373106,0.696,0.464172754,0.696,not restored,not restored
Tbc1d8,F,0.50397288,0.632,-1.366128034,0.416,1.147897965,0.416,not restored,not restored
Tbc1d8,M,0.182693058,0.859,0.166535203,0.957,-0.928261519,0.957,not restored,not restored
Tbc1d8b,F,1.871131215,0.094,-0.976457479,1,-0.878754362,1,not restored,not restored
Tbc1d8b,M,-0.534221298,0.606,-0.768271531,1,-0.960110045,1,not restored,not restored
Tbc1d9,F,0.845202354,0.428,0.361389914,1,1.386198975,0.588,not restored,not restored
Tbc1d9,M,1.247478871,0.259,0.372507456,1,0.410934479,1,not restored,not restored
Tbc1d9b,F,-0.238445736,0.82,0.905990979,1,0.674732659,1,not restored,not restored
Tbc1d9b,M,1.019718938,0.352,-0.546472467,1,0.512662107,1,not restored,not restored
Tbca,F,0.592733688,0.568,1.098222508,0.927,0.517889265,0.927,not restored,not restored
Tbca,M,0.603230401,0.561,-0.94396197,1,-0.349980337,1,not restored,not restored
Tbcb,F,-0.993922043,0.353,0.653426622,1,0.698299684,1,not restored,not restored
Tbcb,M,1.19121237,0.267,-0.86237437,0.782,0.898504913,0.782,not restored,not restored
Tbcc,F,-0.180620825,0.861,1.120299994,0.645,1.346175976,0.645,not restored,not restored
Tbcc,M,0.978973353,0.365,1.048221247,0.969,0.959820845,0.969,not restored,not restored
Tbccd1,F,2.173728368,0.071,-0.963284642,1,-1.002811145,1,not restored,not restored
Tbccd1,M,-0.460961574,0.662,0.07999508,1,-0.04437481,1,not restored,not restored
Tbcd,F,1.687689349,0.126,-0.632486956,1,0.346939159,1,not restored,not restored
Tbcd,M,0.120504044,0.907,0.725073472,1,-0.018185556,1,not restored,not restored
Tbce,F,2.227167915,0.057,0.179082938,1,0.344464398,1,not restored,not restored
Tbce,M,-0.828343074,0.439,0.267691781,1,-0.39429921,1,not restored,not restored
Tbcel,F,-0.490409396,0.635,0.772928465,1,0.692352373,1,not restored,not restored
Tbcel,M,-0.380885437,0.714,1.122484422,0.882,0.882380443,0.882,not restored,not restored
Tbck,F,1.981032451,0.083,1.14360052,0.56,-0.889742988,0.56,not restored,not restored
Tbck,M,-0.987492311,0.364,0.112448398,1,-0.339397185,1,not restored,not restored
Tbk1,F,0.851711669,0.429,0.883570466,0.804,1.292645319,0.681,not restored,not restored
Tbk1,M,-0.754318562,0.482,-0.194408765,1,0.024339934,1,not restored,not restored
Tbkbp1,F,-0.867404453,0.424,-1.191722175,0.786,-0.43651353,0.856,not restored,not restored
Tbkbp1,M,1.29122047,0.252,-0.419532852,1,0.254641222,1,not restored,not restored
Tbl1x,F,1.756937097,0.133,-0.705791011,1,-0.357835709,1,not restored,not restored
Tbl1x,M,-0.380607011,0.718,-0.117026952,1,-0.455071627,1,not restored,not restored
Tbl1xr1,F,1.143125074,0.297,0.773615431,0.914,1.673813175,0.426,not restored,not restored
Tbl1xr1,M,-0.706669153,0.509,0.146698947,1,-0.527293299,1,not restored,not restored
Tbl2,F,0.512053106,0.622,0.369962049,1,0.328862088,1,not restored,not restored
Tbl2,M,-1.179332296,0.267,0.473133123,1,-0.261410606,1,not restored,not restored
Tbl3,F,-0.24848337,0.809,1.219979009,0.753,0.609570256,1,not restored,not restored
Tbl3,M,0.132841866,0.897,1.429948235,0.459,1.587119196,0.459,not restored,not restored
Tbp,F,0.946579253,0.375,-0.08502304,0.934,1.948608828,0.241,not restored,not restored
Tbp,M,-0.80854319,0.451,0.690371714,1,-0.44206099,1,not restored,not restored
Tbpl1,F,1.180509878,0.275,0.349079055,1,0.936941017,1,not restored,not restored
Tbpl1,M,-1.039319195,0.34,-0.169300972,1,-0.496903212,1,not restored,not restored
Tbr1,F,2.066312109,0.071,-1.461308635,0.35,0.306145989,0.766,not restored,not restored
Tbr1,M,1.612258699,0.142,-1.48411606,0.513,-0.181736348,0.86,not restored,not restored
Tbrg1,F,2.147406438,0.057,-0.467043949,1,-0.17687436,1,not restored,not restored
Tbrg1,M,-1.086391645,0.307,1.114766991,0.888,0.889425142,0.888,not restored,not restored
Tbrg4,F,0.677797034,0.513,-0.404803871,1,0.505515085,1,not restored,not restored
Tbrg4,M,-0.285731314,0.781,1.297792394,0.582,1.392973122,0.582,not restored,not restored
Tbx1,F,-1.840842707,0.109,0.65245077,1,0.197335183,1,not restored,not restored
Tbx1,M,0.899292418,0.4,-0.963588688,1,-0.275785837,1,not restored,not restored
Tbx15,F,0.697994044,0.503,0.015257931,1,0.833197534,1,not restored,not restored
Tbx15,M,-1.580838294,0.146,1.400755199,0.39,2.437308032,0.108,not restored,not restored
Tbx18,F,0.578810187,0.576,-1.000183261,0.696,0.413265691,0.696,not restored,not restored
Tbx18,M,-2.503870602,0.041,1.363870461,0.406,-0.421760641,0.682,not restored,not restored
Tbx19,F,-0.183971203,0.858,2.080638119,0.193,0.131917303,0.898,not restored,not restored
Tbx19,M,1.61573362,0.138,-1.903184124,0.277,-1.491180693,0.364,not restored,not restored
Tbx2,F,-0.977581415,0.352,0.419163265,0.689,1.520101611,0.354,not restored,not restored
Tbx2,M,0.471575742,0.651,1.034854233,0.999,0.395029408,0.999,not restored,not restored
Tbx3,F,-1.07455948,0.33,0.434427468,1,1.473401786,0.522,not restored,not restored
Tbx3,M,-0.897022566,0.392,0.71996978,0.978,1.237690768,0.735,not restored,not restored
Tbx5,F,-1.032900543,0.349,0.128726006,1,0.344823751,1,not restored,not restored
Tbx5,M,1.491392757,0.169,-1.209619753,0.52,-1.616513776,0.414,not restored,not restored
Tbx6,F,-1.799587389,0.105,-1.005943275,1,-0.980118444,1,not restored,not restored
Tbx6,M,0.718099957,0.496,-0.138474913,1,-0.223129824,1,not restored,not restored
Tbxa2r,F,-0.472347537,0.649,-0.611664485,1,0.524062308,1,not restored,not restored
Tbxa2r,M,-0.79823121,0.445,1.601795631,0.441,1.364449519,0.441,not restored,not restored
Tbxas1,F,2.12711284,0.067,-1.506483141,0.495,-0.977660537,0.704,not restored,not restored
Tbxas1,M,0.141101735,0.891,1.04954196,0.972,-0.261894595,0.972,not restored,not restored
Tc2n,F,0.0981694,0.924,1.00367802,1,-0.14064115,1,not restored,not restored
Tc2n,M,-0.412863348,0.688,-0.259822807,1,-0.8529659,1,not restored,not restored
Tcaf1,F,1.661669204,0.151,0.033181803,0.975,-1.341735748,0.642,not restored,not restored
Tcaf1,M,-0.436281408,0.679,-0.553723772,1,-0.380063636,1,not restored,not restored
Tcaf2,F,0.854416767,0.413,-0.770355695,0.926,0.46256433,0.926,not restored,not restored
Tcaf2,M,-0.626007284,0.554,-0.114746442,1,0.709792948,1,not restored,not restored
Tcaim,F,2.446378643,0.047,-0.420505724,1,-0.801615153,1,not restored,not restored
Tcaim,M,-0.186040775,0.858,0.23407435,1,-0.199012301,1,not restored,not restored
Tcam1,F,-1.069409384,0.334,0.922063337,0.768,1.517947363,0.492,not restored,not restored
Tcam1,M,-1.467760686,0.178,1.078252706,0.66,2.809812653,0.06,not restored,not restored
Tcea1,F,1.613774759,0.159,-0.015271542,0.988,0.814801728,0.88,not restored,not restored
Tcea1,M,-0.956809687,0.382,0.177873922,1,-0.146378578,1,not restored,not restored
Tcea2,F,2.464010386,0.042,-0.658002161,1,0.200594734,1,not restored,not restored
Tcea2,M,1.105170465,0.295,0.455856189,0.659,-1.110410924,0.586,not restored,not restored
Tcea3,F,0.395053873,0.703,-1.289002929,0.729,-0.379596413,0.794,not restored,not restored
Tcea3,M,-2.25998805,0.066,0.554096472,0.593,1.751116895,0.384,not restored,not restored
Tceal1,F,1.304668523,0.232,1.704217095,0.357,0.534795503,0.609,not restored,not restored
Tceal1,M,-1.514298845,0.169,-1.06374747,0.96,-0.760598546,0.96,not restored,not restored
Tceal3,F,-1.349434466,0.232,1.786740333,0.312,0.274842121,0.79,not restored,not restored
Tceal3,M,0.967681564,0.376,-0.833667504,0.868,0.296687774,0.868,not restored,not restored
Tceal5,F,-0.838918063,0.432,0.362712929,1,-0.213714285,1,not restored,not restored
Tceal5,M,0.959859213,0.378,-0.86857726,1,-0.085654854,1,not restored,not restored
Tceal6,F,-1.154181243,0.297,1.375696755,0.603,0.843610674,0.838,not restored,not restored
Tceal6,M,0.841911833,0.435,-0.823153197,0.878,0.402830076,0.878,not restored,not restored
Tceal7,F,0.21733972,0.834,2.073995683,0.205,1.872349494,0.205,not restored,not restored
Tceal7,M,0.286075473,0.783,2.592845872,0.055,3.732458121,0.017,not restored,not restored
Tceal8,F,0.651163011,0.534,0.772754402,0.92,1.483425168,0.51,not restored,not restored
Tceal8,M,-1.689088665,0.144,-1.19017256,0.786,0.228224156,0.825,not restored,not restored
Tceal9,F,0.302549712,0.77,1.696391535,0.369,0.545407134,0.602,not restored,not restored
Tceal9,M,0.246991257,0.81,-2.791425637,0.044,-0.065119548,0.949,not restored,not restored
Tceanc,F,1.643263752,0.133,-0.220201468,1,-0.511226114,1,not restored,not restored
Tceanc,M,-0.071773632,0.945,-0.254122277,1,0.093533996,1,not restored,not restored
Tceanc2,F,1.263268937,0.236,-0.498823588,1,-0.214032499,1,not restored,not restored
Tceanc2,M,0.084728853,0.935,-0.109951652,1,-0.260239844,1,not restored,not restored
Tcerg1,F,0.908441837,0.386,0.019880547,0.985,1.146625527,0.867,not restored,not restored
Tcerg1,M,0.290860801,0.782,-0.407336153,1,0.003016275,1,not restored,not restored
Tcerg1l,F,4.297186378,0.002,-0.783303935,1,-0.520456877,1,not restored,not restored
Tcerg1l,M,0.576977086,0.584,-0.296879949,1,0.406918336,1,not restored,not restored
Tcf12,F,1.850801137,0.116,-0.429366873,1,-0.431652211,1,not restored,not restored
Tcf12,M,-0.732952686,0.492,0.031502372,1,-0.47922672,1,not restored,not restored
Tcf19,F,-1.503157006,0.177,0.979717698,0.702,1.643582603,0.414,not restored,not restored
Tcf19,M,1.226823539,0.26,-0.121712884,0.907,-1.913703722,0.206,not restored,not restored
Tcf20,F,-0.48574696,0.639,0.398260025,0.89,1.303327024,0.675,not restored,not restored
Tcf20,M,-0.702048241,0.509,-0.010952421,1,-0.194681488,1,not restored,not restored
Tcf23,F,0.316332155,0.758,0.908296015,0.389,-1.7289692,0.24,not restored,not restored
Tcf23,M,0.296355557,0.773,-1.305377945,0.675,0.057483848,0.956,not restored,not restored
Tcf24,F,-0.073042368,0.944,0.838086073,0.945,1.066867106,0.945,not restored,not restored
Tcf24,M,-0.141457958,0.891,0.607537459,0.848,-0.866137527,0.848,not restored,not restored
Tcf25,F,-0.060651484,0.954,0.503050065,1,1.101789417,0.891,not restored,not restored
Tcf25,M,1.816747191,0.103,0.213663447,0.837,1.608249499,0.375,not restored,not restored
Tcf3,F,-1.522363445,0.187,0.171634387,0.87,2.720956795,0.089,not restored,not restored
Tcf3,M,0.282942825,0.788,0.596419946,1,1.00677515,1,not restored,not restored
Tcf4,F,2.574445612,0.037,-0.05299235,1,-0.462090489,1,not restored,not restored
Tcf4,M,-0.854998741,0.429,0.167870416,1,-0.528914801,1,not restored,not restored
Tcf7,F,0.649741306,0.538,-0.42246398,1,0.510042704,1,not restored,not restored
